"","OP_CODE","YEAR","VESSEL","SURVEY","BEST_LAT_DD","BEST_DEPTH_M","AREA_SWEPT_MSQ","arrowtooth","aurora","bocaccio","canary","chilipepper","cowcod","darkblotched","Dover","English","greenspotted","greenstriped","halfbanded","hake","LST","petrale","POP","redbanded","rosethorn","rougheye","sablefish","sanddab","sharpchin","shortbelly","dogfish","SST","widow","yelloweye","yellowtail"
"1025",200101001080,2001,1,1,38.526699066162,843.6239,17898.59949615,0,0,0,0,0,0,0,49.86,0,0,0,0,0,55.92,0,0,0,0,0,2.61,0,0,0,0,10.41,0,0,0
"1026",200101001081,2001,1,1,38.496580123901,1008.9124,21545.57323251,0,0,0,0,0,0,0,6.01,0,0,0,0,0,65.02,0,0,0,0,0,14.93,0,0,0,0,8.96,0,0,0
"1027",200101001086,2001,1,1,37.8546886444085,194.7229,17746.87082275,0,0,0,0,511.46,0,0.03,29,0.97,0,0,0,0,0,0,0,0,0,0,0.87,0,0.13,1.6,0,0.52,0,0,0
"1028",200101001088,2001,1,1,37.255857467651,1086.8622,29276.9333708,0,0,0,0,0,0,0,158.23,0,0,0,0,0,38.86,0,0,0,0,0,67.38,0,0,0,0,59.49,0,0,0
"1029",200101001090,2001,1,1,37.1549816131585,700.0723,23783.06100767,0,0,0,0,0,0,0,146.56,0,0,0,0,0,67.82,0,0,0,0,0,13.65,0,0,0,0,12.77,0,0,0
"1030",200101001091,2001,1,1,37.183826446533,566.6371,19387.97744916,0,0.88,0,0,0,0,0,159.79,0,0,0,0,1.63,8.62,0,0,0,0,0,3.5,0,0,0,0,7.05,0,0,0
"1031",200101001092,2001,1,1,37.178190231323,523.3643,16308.08491536,0,0.81,0,0,0,0,0,184.27,0,0,0,0,3.22,0,0,0,0,0,0,1.73,0,0,0,0,0.67,0,0,0
"1032",200101001093,2001,1,1,36.487796783447,439.3933,16197.6915293,0,4.76,0,0,0,0,0,158.63,0,0,0,0,10.93,0,0,0,0,0,0,23.53,0,0,0,0,3.67,0,0,0
"1033",200101001094,2001,1,1,36.4600181579585,586.442,17916.05165154,0,1.23,0,0,0,0,0,24.64,0,0,0,0,0,23.19,0,0,0,0,0,9.6,0,0,0,0,10.38,0,0,0
"1034",200101001095,2001,1,1,36.460988998413,248.4905,18587.15514441,0,0,3.02,0,0.08,0,0,8.58,37.25,0,0.11,0,1.04,0.13,3.11,0,0,0,0,6.76,0,0,376.22,0,0,0,0,0
"1035",200101001096,2001,1,1,36.513891220092,1102.9724,21272.53020972,0,0,0,0,0,0,0,69.47,0,0,0,0,0,40.56,0,0,0,0,0,30.28,0,0,0,0,20.14,0,0,0
"1036",200101001097,2001,1,1,36.4611740112305,1229.2234,20197.14435648,0,0,0,0,0,0,0,1.4,0,0,0,0,0,14.3,0,0,0,0,0,2.62,0,0,0,0,7.93,0,0,0
"1037",200101001098,2001,1,1,35.8868331909175,964.078,24169.8401241,0,0,0,0,0,0,0,27.61,0,0,0,0,0,71.92,0,0,0,0,0,46.57,0,0,0,0,17.79,0,0,0
"1038",200101001099,2001,1,1,35.8724098205565,923.0758,25414.33455536,0,0,0,0,0,0,0,28.42,0,0,0,0,0,126.32,0,0,0,0,0,54.7,0,0,0,0,19.61,0,0,0
"1039",200101001100,2001,1,1,35.875787734985,630.7055,19657.07124225,0,0,0,0,0,0,0,38.36,0,0,0,0,2,29.37,0,0,0,0,0,20.81,0,0,0,0,9.22,0,0,0
"1040",200101001101,2001,1,1,35.8743705749505,502.5317,18964.42252848,0,17.75,0,0,0,0,0,15.63,0,0,0,0,8.22,4.55,0,0,0,0,0,5.81,0,0,0,0,61.53,0,0,0
"1041",200101001102,2001,1,1,35.8771991729735,350.2623,17724.61163642,0,0.46,0,0,0,0,0,32.6,0.23,0,0,0,24.9,0,0,0,1.28,0,0,16.38,0,0,0,0.57,0.9,0,0,0
"1042",200101001103,2001,1,1,35.151956558227,295.2308,17614.0159824,0,0,0,0,0.09,0,0,0.1,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0
"1043",200101001104,2001,1,1,35.165271759033,395.1198,18871.8464334,0,3.29,0,0,0.67,0,0,4.89,0,0,0,0,13.17,0,0,0,0,0,0,7.31,0,0,0,1.13,0.29,0,0,0
"1044",200101006001,2001,6,1,47.621303558349,192.3877,15085.5246,6.6,0,0,0,0,0,0,21.89,0,0,89.86,0,0,0,10.65,0,0,16.29,0,20.94,0,0,0,0,0,0,0,0
"1045",200101006002,2001,6,1,47.6175518035885,317.5751,16061.68105372,0,0,0,0,0,0,0,55.22,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,16.15,0,0,0
"1046",200101006003,2001,6,1,47.6333484649655,604.6402,16045.3937594,1.44,0,0,0,0,0,0,0,0,0,0,0,0,11.62,0,0,0,0,0,18.36,0,0,0,0,4.37,0,0,0
"1047",200101006005,2001,6,1,46.9744796752925,426.5476,16619.98043685,5.71,1.99,0,0,0,0,0,79.21,0,0,0,0,0.72,0,0,0,0,0,1.27,1.68,0,0,0,0,16.31,0,0,0
"1048",200101006006,2001,6,1,46.970514297485,376.3807,16522.86619204,6.54,4.72,0,0,0,0,0,109.5,0,0,0.91,0,4.21,0,0,0,0,0,3.75,7.17,0,0,0,0,29.03,0,0,0
"1049",200101006011,2001,6,1,46.400241851807,1092.3784,19827.20396007,0,0,0,0,0,0,0,3.97,0,0,0,0,0,22.04,0,0,0,0,0,15.21,0,0,0,0,8.32,0,0,0
"1050",200101006012,2001,6,1,46.4062328338625,1183.2183,28802.1022509,0,0,0,0,0,0,0,0,0,0,0,0,0,47.72,0,0,0,0,0,21.85,0,0,0,0,4.12,0,0,0
"1051",200101006013,2001,6,1,46.323484420776,601.1998,17444.0490375,2.31,0,0,0,0,0,0,24.69,0,0,0,0,0,17.63,0,0,0,0,0,11.39,0,0,0,0,7,0,0,0
"1052",200101006015,2001,6,1,45.7054500579835,1062.4706,31416.02072252,0,0,0,0,0,0,0,0,0,0,0,0,0,71.24,0,0,0,0,0,46.53,0,0,0,0,10.44,0,0,0
"1053",200101006016,2001,6,1,45.6965827941895,770.7334,20174.5336572,0,0,0,0,0,0,0,4.19,0,0,0,0,0,35.8,0,0,0,0,0,17.19,0,0,0,0,4.82,0,0,0
"1054",200101006017,2001,6,1,45.6986083984375,514.3882,15606.80193478,0,0,0,0,0,0,0,10.31,0,0,0,0,12.46,0.001,0,0,0,0,0,7.28,0,0,0,0,1.48,0,0,0
"1055",200101006018,2001,6,1,45.704216003418,350.6256,12806.8819125,0,0,0,0,0,0,1.3,61.1,0.33,0,0,0,19.25,0,0,0,0,0,0,9.96,0,0,0,0,1.96,0,0,0
"1056",200101006020,2001,6,1,45.6670169830325,430.4006,20742.99735024,5.98,0.56,0,0,0,0,0,47.28,0,0,0,0,18.19,0,0,0,0,0,9.1,17.15,0,0,0,0,27.08,0,0,0
"1057",200101006021,2001,6,1,45.026685714721,214.0676,18171.41390715,33.74,0,0,0,0,0,1.4,19.77,0.52,0,0.94,0,12.24,0,1.25,0.004,0,0,0,6.4,0,0,0,0,0,0,0,0
"1058",200101006022,2001,6,1,45.0221443176265,355.807,20828.04769242,4.99,0.17,0,0,0,0,24.97,14.94,0,0,0,0,10.21,0,0,0,0,1.9,0,11.38,0,0,0,0,33.23,0,0,0
"1059",200101006023,2001,6,1,45.0590362548825,518.7867,20898.48662211,0,0,0,0,0,0,0,6.92,0,0,0,0,1.96,14,0,0,0,0,0,8.83,0,0,0,0,3.21,0,0,0
"1060",200101006024,2001,6,1,45.0512542724605,1081.84,29202.68403546,0,0,0,0,0,0,0,0,0,0,0,0,0,49.83,0,0,0,0,0,6.4,0,0,0,0,10.37,0,0,0
"1061",200101006025,2001,6,1,44.9872589111325,1240.0475,32928.6765225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062",200101006027,2001,6,1,44.393697738647,902.0558,27875.71538351,0,0,0,0,0,0,0,17.08,0,0,0,0,0,55.67,0,0,0,0,0,5.41,0,0,0,0,1.2,0,0,0
"1063",200101006028,2001,6,1,44.3995952606195,498.8668,20219.96493,5.72,0,0,0,0,0,0,94.61,0,0,0,0,0,2.56,0,0,0,0,0,6.91,0,0,0,0,1.02,0,0,0
"1064",200101006029,2001,6,1,44.3924999237055,453.7636,15985.2314375,1.84,1.21,0,0,0,0,0,16.69,0,0,0,0,12.33,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0
"1065",200101006030,2001,6,1,44.402135848999,310.6809,16179.52265291,4.04,0,0,0,0,0,0,28.44,0,0,0,0,5,0,0,0,0.18,0,0,6.46,0,0,0,0,2.53,0,0,0
"1066",200101006031,2001,6,1,43.60450553894,269.6199,20246.15888511,5.9,0,0,0,0,0,0.81,26.91,0,0,0,0,2.78,0,0,0,0,0,0,40.35,0,0,0,0,3.26,0,0,0
"1067",200101006032,2001,6,1,43.6073551177975,491.8349,19939.35225024,0,0,0,0,0,0,0,21.83,0,0,0,0,5.41,2.22,0,0,0,0,0,5.84,0,0,0,0,3.49,0,0,0
"1068",200101006033,2001,6,1,43.675607681274,748.8677,21210.7514925,0,0,0,0,0,0,0,0.66,0,0,0,0,0,42.93,0,0,0,0,0,10.98,0,0,0,0,0.56,0,0,0
"1069",200101006035,2001,6,1,43.660943984985,1215.2148,31037.03218,0,0,0,0,0,0,0,0,0,0,0,0,0,35.04,0,0,0,0,0,9.74,0,0,0,0,5.96,0,0,0
"1070",200101006038,2001,6,1,43.053661346435,500.1488,21332.0619225,0,0,0,0,0,0,0,74.8,0,0,0,0,1.86,0.36,0,0,0,0,0,43.52,0,0,0,0,4.18,0,0,0
"1071",200101006039,2001,6,1,43.063812255859,378.0599,20608.67826173,0,2.6,0,0,0,0,2.3,175.51,0,0,0,0,9.9,0.1,0,0,0,0,0,22.62,0,0,0,0,2.2,0,0,0
"1072",200101006040,2001,6,1,43.0421524047845,272.3265,18714.2399752,0,0,0,0,0,0,2.85,84,2.4,0,0,0,3.47,0,0,0,0.4,0.79,0,18.33,0,0,0,0,5.3,0,0,0
"1073",200101006041,2001,6,1,42.9806289672845,775.3,18905.4960912,0,0,0,0,0,0,0,29.5,0,0,0,0,0,52.82,0,0,0,0,0,8.26,0,0,0,0,5.84,0,0,0
"1074",200101006043,2001,6,1,42.636663436889,1202.7583,27048.29738058,0,0,0,0,0,0,0,2.4,0,0,0,0,0,34.1,0,0,0,0,0,15.58,0,0,0,0,1.62,0,0,0
"1075",200101006044,2001,6,1,42.642875671387,1102.84,24174.03968459,0,0,0,0,0,0,0,117.5,0,0,0,0,0,176.46,0,0,0,0,0,122.9,0,0,0,0,62.3,0,0,0
"1076",200101006045,2001,6,1,42.6034126281735,595.8536,18906.2959464,0,0,0,0,0,0,0,80.8,0,0,0,0,0,3.6,0,0,0,0,0,19.86,0,0,0,0,5.92,0,0,0
"1077",200101006046,2001,6,1,42.6007823944085,513.6023,17985.867342,0,0,0,0,0,0,0,32.6,0,0,0,0,0.2,0,0,0,0,0,0,31.29,0,0,0,0,1.2,0,0,0
"1078",200101006047,2001,6,1,42.4100246429445,456.6203,21158.936326,1.5,2.55,0,0,0,0,0,54.3,0,0,0,0,12,0,0,0,0,0,0,40.7,0,0,0,0,2,0,0,0
"1079",200101006048,2001,6,1,41.701553344726,197.5346,19072.96013068,1.4,0,0,0,0.2,0.2,0,37.6,0.3,0,3,0,63.4,0,0,0,0,0,0,8.3,0,2.3,0,0,0,0,0,0
"1080",200101006049,2001,6,1,41.712518692016,423.942,18219.30889433,0,7.64,0,0,0,0,0,37.87,0,0,0,0,5.98,0,0,0,0,0,0,15,0,0,0,0,3.4,0,0,0
"1081",200101006050,2001,6,1,41.68462562561,603.1592,17957.6983068,0,0,0,0,0,0,0,1.7,0,0,0,0,0,25.5,0,0,0,0,0,4.6,0,0,0,0,4.7,0,0,0
"1082",200101006051,2001,6,1,41.600450515747,953.0525,24652.22750547,0,0,0,0,0,0,0,7.7,0,0,0,0,0,112.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083",200101006052,2001,6,1,41.6206302642815,1019.8441,29568.61068165,0,0,0,0,0,0,0,30.33,0,0,0,0,0,135.756,0,0,0,0,0,1.36,0,0,0,0,7.3,0,0,0
"1084",200101006053,2001,6,1,41.0080947875975,1053.6625,23708.00166,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0
"1085",200101006054,2001,6,1,40.9447536468505,923.0459,29012.88430236,0,0,0,0,0,0,0,15.1,0,0,0,0,0,69,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0
"1086",200101006055,2001,6,1,40.9754562377925,757.0025,25327.23984897,0,0,0,0,0,0,0,65.6,0,0,0,0,0,128.6,0,0,0,0,0,11.86,0,0,0,0,44.8,0,0,0
"1087",200101006056,2001,6,1,40.9361438751215,439.0475,17067.48214,0,12.3,0,0,0,0,0,53.8,0,0,0,0,34.5,0,0,0,0,0,0,39.4,0,0,0,0,2.5,0,0,0
"1088",200101006057,2001,6,1,40.937803268432,299.3999,15562.01079708,1.5,0,0,0,0,0,18.8,48,0,0,0,0,73.8,0,0,1.4,0.009,0,0,2.4,0,0,0,3.2,2.2,0,0,0
"1089",200101006060,2001,6,1,40.27318572998,827.8074,22250.888616,0,0,0,0,0,0,0,9.89,0,0,0,0,0,56.07,0,0,0,0,0,25.01,0,0,0,0,21.41,0,0,0
"1090",200101006061,2001,6,1,40.2653675079345,955.3623,26362.4091291,0,0,0,0,0,0,0,71.54,0,0,0,0,0,73.46,0,0,0,0,0,22.39,0,0,0,0,16.3,0,0,0
"1091",200101006062,2001,6,1,40.29807472229,1195.5146,24817.78899094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9,0,0,0,0,37.2,0,0,0
"1092",200101006063,2001,6,1,39.7328433990475,213.546,20476.61893206,0,0,0,0,1.5,0,0.29,34.35,18.26,0,0,0,6.76,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0
"1093",200101006064,2001,6,1,39.728317260742,351.7203,19420.92366799,0.6,0,0,0,0,0,0,50.9,0.75,0,0,0,0.6,0,0,0,0.2,0,0,9.11,0,0,0,0,3.1,0,0,0
"1094",200101006065,2001,6,1,39.6666393280025,678.5075,22512.5673236,0,0,0,0,0,0,0,26.53,0,0,0,0,0,37.14,0,0,0,0,0,3.84,0,0,0,0,0.96,0,0,0
"1095",200101006066,2001,6,1,39.6209831237795,1066.7086,27744.094218,0,0,0,0,0,0,0,14.2,0,0,0,0,0,60.52,0,0,0,0,0,27.75,0,0,0,0,23.3,0,0,0
"1096",200101006069,2001,6,1,39.0666675567625,1118.6015,19094.40312129,0,0,0,0,0,0,0,66.78,0,0,0,0,0,23,0,0,0,0,0,19.28,0,0,0,0,10.7,0,0,0
"1097",200101006070,2001,6,1,39.012662887573,586.117,22854.75762113,0,0,0,0,0,0,0,22.6,0,0,0,0,0.6,28,0,0,0,0,0,23.3,0,0,0,0,44.8,0,0,0
"1098",200101006071,2001,6,1,39.019220352172,426.7125,16364.28733038,0,0.58,0,0,0,0,0,35.48,0,0,0,0,1.7,0,0,0,0,0,0,9.7,0,0,0,0,2,0,0,0
"1099",200101006072,2001,6,1,39.001596450805,198.8094,17389.9462975,0.1,0,0,0,53.3,0,22.7,56.5,20.5,0.3,0.1,0,16.8,0,0,0,0.1,0,0,29.4,0,0.1,0,0,0,0,0,0
"1100",200101006074,2001,6,1,38.3427028656,236.949,17081.11461293,0,0,0,0,13.03,0,0,108.91,14.02,0,0.46,0,2.24,0,1.9,0,0,0,0,0,0,0.42,0,0.27,0,0,0,0
"1101",200101006078,2001,6,1,37.617467880249,668.6902,22837.3065875,0,0,0,0,0,0,0,209.24,0,0,0,0,0,166.92,0,0,0,0,0,118.08,0,0,0,0,84.63,0,0,0
"1102",200101006080,2001,6,1,37.6146011352535,1078.573,22811.0250975,0,0,0,0,0,0,0,50.54,0,0,0,0,0,59.9,0,0,0,0,0,42.2,0,0,0,0,15.56,0,0,0
"1103",200101006081,2001,6,1,37.0146274566645,1227.8576,20455.35965495,0,0,0,0,0,0,0,72.69,0,0,0,0,0,6.28,0,0,0,0,0,5.5,0,0,0,0,2.33,0,0,0
"1104",200101006082,2001,6,1,37.063837051391,768.9324,19365.20859091,0,0,0,0,0,0,0,112.08,0,0,0,0,1.1,69.5,0,0,0,0,0,23.8,0,0,0,0,24.9,0,0,0
"1105",200101006083,2001,6,1,37.063920974731,504.4959,21294.0381584,0,6.4,0,0,0,0,0,117,0,0,0,0,0.9,0,0,0,0,0,0,1.4,0,0,0,0,8.8,0,0,0
"1106",200101006084,2001,6,1,37.0232391357415,445.2411,20189.83499038,0,3.32,0,0,0,0,0,217.2,0,0,0,0,8.7,0,0,0,0,0,0,10,0,0,0,0,1.3,0,0,0
"1107",200101006085,2001,6,1,36.9626522064205,342.6179,18163.60064892,0,0,0,0,0.7,0,0,301.84,21.26,0,0,0,11.3,0,0.84,0,0.16,0,0,6.7,0,0,0,0,6.24,0,0,0
"1108",200101006086,2001,6,1,36.3693675994865,209.7333,17459.26377152,0,0,2.4,0,0,0,0,6.1,3,0,0.2,0.1,0.1,0,1,0,0,0,0,0,0.3,0,767.31,0,0,0.2,0,0
"1109",200101006087,2001,6,1,36.3677711486815,322.2464,20225.6819849,0,0,5.75,0,0,0,0.2,18.12,11.55,0.35,0,0,0,0,0,0,0,0,0,1.65,0,0,123.12,0,0,0,0,0
"1110",200101006088,2001,6,1,36.347015380859,820.6949,24700.9853826,0,0,0,0,0,0,0,33.04,0,0,0,0,0,67.1,0,0,0,0,0,9.2,0,0,0,0,7.5,0,0,0
"1111",200101006089,2001,6,1,36.280874252319,1046.7599,21203.1336225,0,0,0,0,0,0,0,0.64,0,0,0,0,0,31.34,0,0,0,0,0,25.7,0,0,0,0,15,0,0,0
"1112",200101006090,2001,6,1,36.3040065765375,1189.7791,17717.66241504,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,4.7,0,0,0,0,11.5,0,0,0
"1113",200101006091,2001,6,1,35.725404739379,1034.7367,19435.83855564,0,0,0,0,0,0,0,0,0,0,0,0,0.2,19.2,0,0,0,0,0,12.75,0,0,0,0,9.78,0,0,0
"1114",200101006092,2001,6,1,35.7116909027095,885.9465,20291.90080748,0,0,0,0,0,0,0,18.2,0,0,0,0,0,93.1,0,0,0,0,0,14.9,0,0,0,0,7.7,0,0,0
"1115",200101006093,2001,6,1,35.661033630371,755.4774,29012.1399995,0,0,0,0,0,0,0,64.7,0,0,0,0,0,134.53,0,0,0,0,0,10.5,0,0,0,0,17.1,0,0,0
"1116",200101006094,2001,6,1,35.6990737915035,448.6904,19153.02557968,0,19.05,0,0,0,0,0,136.26,0,0,0,0,65.99,0,0,0,0,0,0,13.75,0,0,0,5.8,3.87,0,0,0
"1117",200101006095,2001,6,1,35.7045135498045,381.4355,16756.34854834,0,2.14,0,0,0,0,0,87.48,0,0,0,0,12.36,0,0,0,0,0,0,33.1,0,0,0,0.4,0.44,0,0,0
"1118",200101006096,2001,6,1,35.033290863037,372.1066,18012.87851175,0,0.1,0,0,0,0,0,5.3,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"1119",200101006097,2001,6,1,34.972269058227,421.3358,18097.59021093,0,22.6,0,0,0,0,0.2,84.09,0,0,0,0,90.45,0,0,0,0,0,0,19.5,0,0,0,0.7,5.9,0,0,0
"1120",200101006098,2001,6,1,35.0144062042235,588.8099,15911.11719496,0,0.2,0,0,0,0,0,9.76,0,0,0,0,4,20.5,0,0,0,0,0,6.5,0,0,0,0,7.1,0,0,0
"1121",200101006100,2001,6,1,34.9584808349605,1051.3631,21178.8728676,0,0,0,0,0,0,0,58.76,0,0,0,0,0,16.52,0,0,0,0,0,25.04,0,0,0,0,8.2,0,0,0
"1122",200101006102,2001,6,1,34.3684043884275,819.6231,15433.84393486,0,0,0,0,0,0,0,62.62,0,0,0,0,0,77.64,0,0,0,0,0,31.4,0,0,0,0,26,0,0,0
"1123",200101006103,2001,6,1,34.390653610229,546.8945,21530.0906564,0,9.48,0,0,0,0,0,5,0,0,0,0,6.27,11.9,0,0,0,0,0,7.76,0,0,0,0,57.75,0,0,0
"1124",200101006104,2001,6,1,34.393381118774,474.532,16979.30945568,0,5.4,0,0,0,0,0,5.66,0,0,0,0,8.32,0,0,0,0,0,0,5.5,0,0,0,0,56.3,0,0,0
"1125",200101006105,2001,6,1,34.409915924072,287.9305,16849.94141946,0,0,4.85,0,25.5,0,0,6.3,0,0,0,0,5.5,0,0,0,0,0,0,2.1,0,0,2.8,0,1.8,0,0,0
"1126",200101008001,2001,8,1,48.1236400604245,215.5429,17217.67213644,116.45,0,0,0,0,0,2.55,46.95,0,0,5.55,0,0,0,0,91.35,11.26,0,0,31.15,0,0,0,0,0.4,1.45,0,0
"1127",200101008002,2001,8,1,48.114011764526,307.3299,17030.5787736,3.7,0,0,0,0,0,39.9,30.25,0,0,0,0,5.4,0,0,183.15,0.1,7.15,0,0,0,0,0,0,18.65,0,0,0
"1128",200101008003,2001,8,1,48.095394134521,522.3321,16601.28254309,0,0.45,0,0,0,0,0,63.8,0,0,0,0,0.75,6.5,0,1.55,0,0,0,2.2,0,0,0,0,4.05,0,0,0
"1129",200101008007,2001,8,1,47.5489788055415,1025.5243,23167.8200136,0,0,0,0,0,0,0,0,0,0,0,0,0,110.818,0,0,0,0,0,16.472,0,0,0,0,7.763,0,0,0
"1130",200101008008,2001,8,1,47.5439434051515,992.2472,23724.7700004,0,0,0,0,0,0,0,0,0,0,0,0,0,50.244,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1131",200101008009,2001,8,1,47.5279998779295,593.7103,21106.2685319,1.551,0,0,0,0,0,0,0,0,0,0,0,0,18.347,0,0,0,0,0,13.04,0,0,0,0,6.1,0,0,0
"1132",200101008010,2001,8,1,47.551984786987,526.5111,16144.4378425,1.465,0,0,0,0,0,0,35.28,0,0,0,0,0.959,16.832,0,0,0,0,0,1.676,0,0,0,0,0.292,0,0,0
"1133",200101008011,2001,8,1,47.5613498687745,428.2029,14825.32117264,4.069,0.321,0,0,0,0,0,40.501,0,0,0,0,0.613,0.145,0,0.612,0,0,0,4.435,0.488,0,0,0,6.329,0,0,0
"1134",200101008012,2001,8,1,46.756677627563,344.6308,18328.94479404,7.994,0,0,0,0,0,0,102.612,0,0,0,0,7.225,0,0,0.645,0,0,3.273,6.864,0,0,0,0,17.291,0,0,0
"1135",200101008013,2001,8,1,46.7643299102775,523.5085,14935.788864,2.501,0,0,0,0,0,0,53.116,0,0,0,0,0.504,5.112,0,0,0,0,0,2.903,0,0,0,0,2.35,0,0,0
"1136",200101008014,2001,8,1,46.7723999023435,708.2962,18919.2128284,0,0,0,0,0,0,0,25.519,0,0,0,0,0,40.348,0,0,0,0,0,6.998,0,0,0,0,1.205,0,0,0
"1137",200101008015,2001,8,1,46.763591766357,1017.2279,21545.36253618,0,0,0,0,0,0,0,0,0,0,0,0,0,51.429,0,0,0,0,0,4.008,0,0,0,0,7.092,0,0,0
"1138",200101008016,2001,8,1,46.8123874664305,1237.7828,18744.00892143,0,0,0,0,0,0,0,0,0,0,0,0,0,26.309,0,0,0,0,0,0,0,0,0,0,2.195,0,0,0
"1139",200101008017,2001,8,1,46.157241821289,1083.0842,27845.578725,0,0,0,0,0,0,0,0,0,0,0,0,0,90.523,0,0,0,0,0,21.189,0,0,0,0,12.4,0,0,0
"1140",200101008018,2001,8,1,46.1296501159665,904.0608,24533.0493576,0,0,0,0,0,0,0,21.011,0,0,0,0,0,193.015,0,0,0,0,0,64.769,0,0,0,0,13.149,0,0,0
"1141",200101008021,2001,8,1,46.0988349914545,448.531,16512.18260808,11.68,0,0,0,0,0,0,69.51,0,0,0,0,9.921,1.195,0,0,0,0,0.94,14.733,0,0,0,0,17.606,0,0,0
"1142",200101008022,2001,8,1,46.0980739593505,337.9893,17275.36924932,5.147,0,0,0,0,0,2.198,47.275,0,0,0,0,11.856,0,0,19.081,0,0,0,11.853,0,0,0,0,18.436,0,0,0
"1143",200101008023,2001,8,1,45.51132774353,263.2673,15580.01820714,7.586,0,0,0,0,0,0,19.927,0,0,0,0,73.524,0,0,0,0,0,0,5.847,0,0,0,0,18.475,1.411,0,0
"1144",200101008024,2001,8,1,45.536422729492,351.5373,16556.50300727,32.887,0,0,0,0,0,0,91.835,0,0,0,0,66.236,0,0,0.746,0,0,1.428,18.147,0.1,0,0,0,18.05,0,0,0
"1145",200101008025,2001,8,1,45.5602474212645,434.2617,16030.18430748,5.418,0,0,0,0,0,0,33.687,0,0,0,0,38.039,4.343,0,0,0,0,0,9.253,0,0,0,0,14.507,0,0,0
"1146",200101008026,2001,8,1,45.443788528442,710.01,16901.442166,0,0,0,0,0,0,0,19.72,0,0,0,0,0,27.447,0,0,0,0,0,23.781,0,0,0,0,5.936,0,0,0
"1147",200101008027,2001,8,1,45.4552497863765,1159.1295,19452.48231758,0,0,0,0,0,0,0,0,0,0,0,0,0,5.268,0,0,0,0,0,5.224,0,0,0,0,0,0,0,0
"1148",200101008028,2001,8,1,44.842016220093,903.9236,23237.51435895,0,0,0,0,0,0,0,0.96,0,0,0,0,0,62.992,0,0,0,0,0,10.992,0,0,0,0,6.058,0,0,0
"1149",200101008029,2001,8,1,44.784479141235,644.5838,15772.8297857,0,0,0,0,0,0,0,39.295,0,0,0,0,0,15.765,0,0,0,0,0,10.56,0,0,0,0,7.101,0,0,0
"1150",200101008030,2001,8,1,44.840085983276,527.3958,16082.95911904,0,0.58,0,0,0,0,0,9.348,0,0,0,0,9.315,12.29,0,0,0,0,0,5.313,0,0,0,0,6.549,0,0,0
"1151",200101008031,2001,8,1,44.8813915252685,380.2794,14353.2851,0,5.646,0,0,0,0,70.832,0.617,0,0,0,0,16.554,1.922,0,23.806,0,2.822,14.691,0,0,0,0,0,14.067,0,0,0
"1152",200101008032,2001,8,1,44.7585506439205,187.8722,13772.00144582,0.781,0,0,1.013,0,0,0.58,6.405,0.144,0,36.243,0,0,0,3.118,1.11,0,4.699,0,11.358,0,0,0,0.625,0,0,0,0
"1153",200101008033,2001,8,1,44.210586547851,288.9307,16285.80980481,0,0,0,0,0,0,0,75.429,1.191,0,0,0,27.802,0,0,0,0.305,0,0,4.567,0,0,0,8.867,1.099,0,0,0
"1154",200101008034,2001,8,1,44.1470241546625,334.0709,17020.1029,2.553,0,0,0,0,0,0.414,111.658,0,0,0,0,27.974,0,0,0,1.352,0,0,4.585,0,0,0,24.704,3.345,0,0,0
"1155",200101008035,2001,8,1,44.1568908691405,432.9417,15174.08324794,0.904,1.893,0,0,0,0,0,25.9,0,0,0,0,4.121,0,0,0.67,0,0,0,2.335,0,0,0,2.97,1.098,0,0,0
"1156",200101008036,2001,8,1,44.1071491241455,729.8651,15017.19232044,0,0,0,0,0,0,0,8.496,0,0,0,0,0,40.257,0,0,0,0,0,34.216,0,0,0,0.912,9.177,0,0,0
"1157",200101008037,2001,8,1,44.099058151245,1121.4576,22537.03003632,0,0,0,0,0,0,0,6.201,0,0,0,0,0,41.385,0,0,0,0,0,42.305,0,0,0,0,24.544,0,0,0
"1158",200101008038,2001,8,1,43.5446434020995,1222.975,22232.94246936,0,0,0,0,0,0,0,0,0,0,0,0,0,30.13,0,0,0,0,0,10.497,0,0,0,0,2.82,0,0,0
"1159",200101008039,2001,8,1,43.548873901367,1029.912,18853.8538488,0,0,0,0,0,0,0,1.493,0,0,0,0,0,41.756,0,0,0,0,0,4.23,0,0,0,0,6,0,0,0
